name,website,vertical ,sub vertical,Descripcion / solución ,país ¿dónde se encuentra su principal sede de operaciones? ,ciudad/región ,Estadío actual ,Teléfono ,Mail ,LINKEDIN,INSTAGRAM ,FACEBOOK,X (twitter),Logo ,Founder/s,Founded,Modelo de Negocio,"DESTACADO/ BADGES ¿QUÉ LA HACE ESPECIAL?""",Funding total 2026,ETAPA DE MADUREZ ¿En qué momento del crecimiento está?,ÁREA INFLUENCIA: ¿qué alcance tiene su solución hoy?,"ESTADIO SOLUCIÓN (¿En qué nivel de madurez tecnológica se encuentra tu proyecto?)""",IMPACTO /SOCIOAMBIENTAL,RESULTADO / OUTCOME ¿QUÉ PASÓ CON LA EMPRESA?
Agtira,agtira.com,Agtech,Vertical & Indoor Farming,,,,,,,,,,,,,2025,,,,,,,,
Kuleana,kuleana.co,Next-Gen Food & Drinks,Plant-based Seafood,,,,,,,,,,,,,2025,,,,,,,,
KwikBasket Solutions,https://www.google.com/search?q=kwikbasket.com ,Food Delivery,B2B Food Marketplace,,,,,,,,,,,,,2021,,,,,,,,
Kybele's Garden,kybelesgarden.com,Agtech,Ag Biotech,,,,,,,,,,,,,2021,,,,,,,,
Kynda,kyndatech.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
Kyomei,kyomei.co.Reino Unido,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
La Belle Vie,labellevie.com,Consumer Apps & Services,Online Grocery Delivery,,,,,,,,,,,,,2025,,,,,,,,
Label Insight,labelinsight.com,Food Safety & Traceability,Product Transparency Data,,,,,,,,,,,,,2020,,,,,,,,
Lasso,lassolabs.com,Food Processing,Novel Processing Techniques,,,,,,,,,,,,,2020,,,,,,,,
LayerLogic,layerlogic.se,Food Safety & Traceability,Food Safety & Quality,,,,,,,,,,,,,2025,,,,,,,,
Leaft Foods,leaftfoods.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
Agtools,agtechtools.com,Agtech,Farm Mgmt & Precision Farming,,,,,,,,,,,,,2025,,,,,,,,
Legendary Vish,legendaryvish.com,Next-Gen Food & Drink,3D Printed Plant-based Fish,,,,,,,,,,,,,2025,,,,,,,,
Lembas,hellolembas.com,Next-Gen Food & Drinks,Functional Foods & Drinks,,,,,,,,,,,,,2020,,,,,,,,
Leroma,leroma.de,Consumer Apps & Services,B2B Ingredient Marketplace,,,,,,,,,,,,,2025,,,,,,,,
Les Nouveaux Fermiers,lesnouveauxfermiers.fr,Next-Gen Food & Drink,Plant-based Meat,,,,,,,,,,,,,2020,,,,,,,,
Agurotech,agurotech.com,Agtech,Farm Mgmt & Precision Farming,,,,,,,,,,,,,2020,,,,,,,,
LGND,lgnd.co,Next-Gen Food & Drink,High-performance Beverages,,,,,,,,,,,,,2025,,,,,,,,
LiberEat,libereat.com,Food Safety & Traceability,Food Safety & Quality,,,,,,,,,,,,,2020,,,,,,,,
Libre Foods,librefoods.co,Next-Gen Food & Drinks,Fungi-based Proteins,,,,,,,,,,,,,2025,,,,,,,,
Lifesum,lifesum.com,Consumer Apps & Services,Health & Nutrition App,,,,,,,,,,,,,2020,,,,,,,,
LightBlue,lightblueconsulting.com,Surplus & Waste Mgmt,Food Waste Tech,,,,,,,,,,,,,2021,,,,,,,,
Airponix,airponix.com,Agtech,Vertical & Indoor Farming,,,,,,,,,,,,,2025,,,,,,,,
Little Tummy,littletummy.co,Consumer Apps & Services,Fresh Baby Food Subscription,,,,,,,,,,,,,2025,,,,,,,,
Liven,livenproteins.ca,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2020,,,,,,,,
Ajinomatrix,ajinomatrix.org,Food Safety & Traceability,Food Safety & Quality,,,,,,,,,,,,,2025,,,,,,,,
AKA Foods,aka-food.com,Food Processing,Novel Processing Techniques,,,,,,,,,,,,,2025,,,,,,,,
Livin Farms AgriFood,livinfarms.com,Next-Gen Food & Drinks,Insect Farming,,,,,,,,,,,,,2025,,,,,,,,
Living Roots,roots.ag,Agtech,Ag Biotech,,,,,,,,,,,,,2021,,,,,,,,
Livoo Foods,livoofoods.com,Surplus & Waste Mgmt,Upcycled Ingredients,,,,,,,,,,,,,2025,,,,,,,,
AKOLogic,akologic.info,Agtech,Farm Management Software,,,,,,,,,,,,,2025,,,,,,,,
Loads,loadsfoods.com,Food Delivery,B2B Marketplaces,,,,,,,,,,,,,2021,,,,,,,,
Akorn Technology,akorn.tech,Surplus & Waste Mgmt,Food Waste Tech,,,,,,,,,,,,,2025,,,,,,,,
Lualtek,lualtek.io,Agtech,Farm Mgmt & Precision Farming,,,,,,,,,,,,,2025,,,,,,,,
Lufa Farms,https://montreal.lufa.com/en#/,Agtech,Urban Farming,,,,,,,,,,,,,2025,,,,,,,,
Lupinta,lupinta.se,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2020,,,,,,,,
MAASH,maashcompany.com,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
Macco Robotics,maccorobotics.com,Kitchen & Restaurant Tech,Commercial Robotics,,,,,,,,,,,,,2025,,,,,,,,
Magic Valley,magicvalley.com.au,Next-Gen Food & Drinks,Cellular Agriculture,,,,,,,,,,,,,2025,,,,,,,,
Mahta,mahta.bio,Next-Gen Food & Drinks,Meal Replacements & Supplements,,,,,,,,,,,,,2025,,,,,,,,
Maia Farms,maiafarms.com,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
Alberts,alberts.be,Food Delivery,Catering & Vending Machines,,,,,,,,,,,,,2025,,,,,,,,
Manna Insect,mannainsect.com,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2025,,,,,,,,
MAOLAC,maolac.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
Map My Crop,mapmycrop.com,Agtech,Farm Mgmt & Precision Farming,,,,,,,,,,,,,2025,,,,,,,,
Marel,marel.com,Food Processing,Food Manufacturing Tech,,,,,,,,,,,,,2025,,,,,,,,
MariHealth Solutions,marihealthsolutions.com,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2020,,,,,,,,
MATR Foods,matrfoods.com,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
Mayani,mayani.ph,Consumer Apps & Services,Online Grocery,,,,,,,,,,,,,2025,,,,,,,,
Meal Canteen,mealcanteen.fr,Surplus & Waste Mgmt,Food Waste Tech,,,,,,,,,,,,,2021,,,,,,,,
Meala,mealafood.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2021,,,,,,,,
Mealhero,mealhero.me,Kitchen & Restaurant Tech,Smart Cooking Device,,,,,,,,,,,,,2025,,,,,,,,
Alchemy Foodtech,alchemyfoodtech.com,Next-Gen Food & Drinks,Functional Food,,,,,,,,,,,,,2021,,,,,,,,
Algal Tech,https://algal.tech/,Next-Gen Food & Drinks,Algae-based Food,,,,,,,,,,,,,2021,,,,,,,,
Meatly,meatly.pet,Next-Gen Food & Drinks,Cellular Agriculture,,,,,,,,,,,,,2021,,,,,,,,
Melt & Marble,meltandmarble.com,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
Meridia,meridia.land,Agtech,Farm Mgmt & Precision Farming,,,,,,,,,,,,,2025,,,,,,,,
Metafoodx,metafoodx.com,Surplus & Waste Mgmt,Food Waste Tech,,,,,,,,,,,,,2025,,,,,,,,
Algama Foods,algamafoods.com,Next-Gen Food & Drink,Algae-based Food,,,,,,,,,,,,,2025,,,,,,,,
Mewery,mewery.io,Next-Gen Food & Drinks,Cellular Agriculture,,,,,,,,,,,,,2021,,,,,,,,
Mi Terro,miterro.com,Surplus & Waste Mgmt,Sustainable Packaging,,,,,,,,,,,,,2025,,,,,,,,
Aliga Microalgae,aliga.dk,Next-Gen Food & Drinks,Functional Foods & Drinks,,,,,,,,,,,,,2025,,,,,,,,
Microfy Systems,microfy.ai,Food Safety & Traceability,Food Safety & Quality,,,,,,,,,,,,,2025,,,,,,,,
MicroHarvest,microharvest.com,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
MicroLub,microlub.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
Allergy Amulet,allergyamulet.com,Food Safety & Traceability,Food Pathogen Detection,,,,,,,,,,,,,2025,,,,,,,,
microTERRA,microterra.com,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2021,,,,,,,,
Middleby,middleby.com,Food Processing,Kitchen Technology,,,,,,,,,,,,,2025,,,,,,,,
Mikuna,mikunafoods.com,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2020,,,,,,,,
MilkRun,milkrun.com,Consumer Apps & Services,Online Grocery,,,,,,,,,,,,,2025,,,,,,,,
Millow,millow.co,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2021,,,,,,,,
Mimica,mimicalab.com,Food Safety & Traceability,Smart Packaging,,,,,,,,,,,,,2025,,,,,,,,
Mirai Foods,miraifoods.com,Next-Gen Food & Drinks,Cultivated Meat,,,,,,,,,,,,,2021,,,,,,,,
Misadventure & Co,misadventure.co,Surplus & Waste Mgmt,Upcycled Spirits,,,,,,,,,,,,,2020,,,,,,,,
Allozymes,allozymes.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2021,,,,,,,,
AlProtein,alprotein.tech,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2025,,,,,,,,
Mission Barns,missionbarns.com,Next-Gen Food & Drinks,Cultivated Fats,,,,,,,,,,,,,2025,,,,,,,,
Miyoko's,miyokos.com,Next-Gen Food & Drinks,Alternative Dairy,,,,,,,,,,,,,2020,,,,,,,,
Amai Proteins,amaiproteins.com,Next-Gen Food & Drinks,Designer Proteins,,,,,,,,,,,,,2021,,,,,,,,
MNDL,mndl.bio,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2021,,,,,,,,
MOA Foodtech,moafoodtech.com,Surplus & Waste Mgmt,Upcycled Ingredients,,,,,,,,,,,,,2025,,,,,,,,
Modern Baker,modernbaker.com,Next-Gen Food & Drinks,Functional Food,,,,,,,,,,,,,2025,,,,,,,,
Monkeys by the Sea,monkeysbythesea.com,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2021,,,,,,,,
Mootral,mootral.com,Agtech,Methane Reduction Feed,,,,,,,,,,,,,2025,,,,,,,,
Ancient + Brave,ancientandbrave.earth,Next-Gen Food & Drinks,Functional Food,,,,,,,,,,,,,2021,,,,,,,,
AndFoods,andfoods.co,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2021,,,,,,,,
Aniai,aniai.ai,Kitchen & Restaurant Tech,Commercial Robotics,,,,,,,,,,,,,2025,,,,,,,,
MOVE ON,moveon.ai,Agtech,Farm Robotics & Machinery,,,,,,,,,,,,,2025,,,,,,,,
Anuvia Plant Nutrients,anuviaplantnutrients.com,Agtech,Circular Economy,,,,,,,,,,,,,2025,,,,,,,,
APOLO Biotech,apolobiotech.com.ar,Agtech,Ag Biotech,,,,,,,,,,,,,2020,,,,,,,,
My Emissions,myemissions.co,Food Safety & Traceability,Food Safety & Quality,,,,,,,,,,,,,2025,,,,,,,,
Mycobites,https://www.google.com/search?q=mycobites.com ,Next-Gen Food & Drinks,Fungi-based Protein,,,,,,,,,,,,,2025,,,,,,,,
Aqua Cultured Foods,https://www.google.com/search?q=aquaculturedfoods.com ,Next-Gen Food & Drinks,Fungi-based Seafood,,,,,,,,,,,,,2021,,,,,,,,
MycoTechnology,mycoiq.com,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2021,,,,,,,,
Aquagrain,aquagrain.co.Reino Unido,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
MyEasyFarm,myeasyfarm.com,Agtech,Farm Management Software,,,,,,,,,,,,,2025,,,,,,,,
myfood,myfood.eu,Agtech,Aquaponics,,,,,,,,,,,,,2021,,,,,,,,
Aquanzo,aquanzo.com,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2021,,,,,,,,
AQUIT,aquit.net,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2025,,,,,,,,
Natufia Labs,https://www.google.com/search?q=natufia.com ,Agtech,Indoor Gardening,,,,,,,,,,,,,2025,,,,,,,,
Area 2 Farms,area2farms.com,Agtech,Vertical & Indoor Farming,,,,,,,,,,,,,2021,,,,,,,,
Natural Trace,natural-trace.com,Food Safety & Traceability,Supply Chain Monitoring,,,,,,,,,,,,,2025,,,,,,,,
Naturannova,naturannova.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
Atarraya,atarraya.ai,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2025,,,,,,,,
AtmoCooling,atmocooling.com,Agtech,Farm Mgmt & Precision Farming,,,,,,,,,,,,,2025,,,,,,,,
Atmonia,atmonia.com,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
Nectar,nectar.buzz,Agtech,Animal Health & Nutrition,,,,,,,,,,,,,2025,,,,,,,,
Neggst,neggst.co,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2025,,,,,,,,
NeoCarbons,neocarbons.com,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
Avalo,avalo.ai,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
AxisTech,axistech.co,Agtech,Farm Mgmt & Precision Farming,,,,,,,,,,,,,2025,,,,,,,,
Ayana Bio,ayanabio.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
New Protein Global,newproteinglobal.com,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2025,,,,,,,,
New Wave Biotech,newwavebiotech.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
New Wave Foods,newwavefoods.com,Next-Gen Food & Drinks,Plant-based Seafood,,,,,,,,,,,,,2025,,,,,,,,
Beam CropTech,beamcroptech.com,Agtech,Ag Biotech,,,,,,,,,,,,,2021,,,,,,,,
BeeHero,beehero.io,Agtech,Farm Mgmt & Precision Farming,,,,,,,,,,,,,2025,,,,,,,,
NitroCapt,nitrocapt.com,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
NIUM,nium.bio,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
No Evil Foods,noevilfoods.com,Next-Gen Food & Drinks,Plant-based Meat,,,,,,,,,,,,,2025,,,,,,,,
Beewise,beewise.ag,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2021,,,,,,,,
Bella & Bona,bellabona.com,Food Delivery,Catering & Vending Machines,,,,,,,,,,,,,2025,,,,,,,,
NoPalm Ingredients,nopalm-ingredients.com,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
Nordic Harvest,nordicharvest.dk,Agtech,Vertical Farming,,,,,,,,,,,,,2025,,,,,,,,
Bene Meat,benemeat.com,Next-Gen Food & Drinks,Cellular Agriculture,,,,,,,,,,,,,2021,,,,,,,,
Nortian,nortian.com,Surplus & Waste Mgmt,Upcycled Ingredients,,,,,,,,,,,,,2025,,,,,,,,
Nosh.bio,nosh.bio,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
BetterMeat,bettermeat.co,Next-Gen Food & Drinks,Plant-based Proteins,,,,,,,,,,,,,2025,,,,,,,,
Bifidice,bifidice.com,Next-Gen Food & Drinks,Functional Foods & Drinks,,,,,,,,,,,,,2020,,,,,,,,
Nourished,get-nourished.com,Next-Gen Food & Drinks,Functional Food,,,,,,,,,,,,,2025,,,,,,,,
Big Akwa,bigakwa.com,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2021,,,,,,,,
Novel Farms,novelfarms.co,Next-Gen Food & Drinks,Cellular Agriculture,,,,,,,,,,,,,2025,,,,,,,,
Novolyze,novolyze.com,Food Safety & Traceability,Food Safety Tech,,,,,,,,,,,,,2025,,,,,,,,
BioConsortia,bioconsortia.com,Agtech,Ag Biotech,,,,,,,,,,,,,2021,,,,,,,,
Noweat,https://noweat.io/,Consumer Apps & Services,Smart Vending,,,,,,,,,,,,,2025,,,,,,,,
NUCAPS,nucapsnanotechnology.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2021,,,,,,,,
Nude.,heynude.com.br,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2025,,,,,,,,
NReino Unidooko,nReino Unidooko.co.Reino Unido,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
Numi,numi.life,Next-Gen Food & Drinks,Cellular Agriculture,,,,,,,,,,,,,2025,,,,,,,,
Nuritas,nuritas.com,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
Nutpods,nutpods.com,Next-Gen Food & Drinks,Alternative Dairy,,,,,,,,,,,,,2021,,,,,,,,
NutriFusion,nutrifusion.com,Next-Gen Food & Drinks,Ingredient Tech,,,,,,,,,,,,,2020,,,,,,,,
Bioeutectics,bioeutectics.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2021,,,,,,,,
Biofect Innovations,biofectinnovations.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
Ocean Hugger Foods,oceanhuggerfoods.com,Next-Gen Food & Drinks,Plant-based Seafood,,,,,,,,,,,,,2025,,,,,,,,
Oceanfarmr,oceanfarmr.com,Agtech,Ag Marketplace,,,,,,,,,,,,,2021,,,,,,,,
Oceanloop,oceanloop.com,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2025,,,,,,,,
Biokraft Foods,biokraftfoods.com,Next-Gen Food & Drinks,Cellular Agriculture,,,,,,,,,,,,,2025,,,,,,,,
ODOS,odostech.com,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2025,,,,,,,,
ODS PROTEIN,odsprotein.com,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
Oishii,oishii.com,Agtech,Vertical Farming,,,,,,,,,,,,,2025,,,,,,,,
OKO,oko.finance,Agtech,Farm Mgmt & Precision Farming,,,,,,,,,,,,,2021,,,,,,,,
Bioloop,bioloop.com.my,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2025,,,,,,,,
OlsAro,olsaro.com,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
Omni Pet,omni.pet,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2025,,,,,,,,
One Third,onethird.io,Food Safety & Traceability,Food Safety & Quality,,,,,,,,,,,,,2025,,,,,,,,
Onego Bio,onego.bio,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
Opalia,opaliafoods.com,Next-Gen Food & Drinks,Cellular Agriculture,,,,,,,,,,,,,2025,,,,,,,,
OptiCept Technologies,opticept.se,Food Processing,Biotech/ Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
Optiprot,optiprot.com,Next-Gen Food & Drinks,Insects Farming & Aquaculture,,,,,,,,,,,,,2025,,,,,,,,
Orapesce,orapesce.it,Consumer Apps & Services,Online Grocery,,,,,,,,,,,,,2025,,,,,,,,
BioLumic,biolumic.com,Agtech,Ag Biotech,,,,,,,,,,,,,2021,,,,,,,,
BioMara,biomara.com,Next-Gen Food & Drinks,Functional Foods & Drinks,,,,,,,,,,,,,2025,,,,,,,,
Oshi,oshi.com,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2025,,,,,,,,
Bionema,bionema.com,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
OSY Group,osy-group.com,Food Safety & Traceability,Food Safety & Quality,,,,,,,,,,,,,2025,,,,,,,,
Otrafy,otrafy.com,Food Safety & Traceability,Supply Chain Monitoring & Traceability,,,,,,,,,,,,,2025,,,,,,,,
Pack2Earth,pack2earth.eco,Surplus & Waste Mgmt,Sustainable Packaging & Plastic Alternatives,,,,,,,,,,,,,2025,,,,,,,,
Bionomic,bionomic.nl,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
PancakeBot,pancakebot.com,Food Processing,3D Food Printing,,,,,,,,,,,,,2025,,,,,,,,
BioRaptor,bioraptor.ai,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2020,,,,,,,,
PARIMA,parima.bio,Next-Gen Food & Drinks,Cellular Agriculture,,,,,,,,,,,,,2025,,,,,,,,
Paul-Tech,paul-tech.com,Agtech,Farm Management & Precision Farming,,,,,,,,,,,,,2025,,,,,,,,
Peace of Meat,https://www.steakholderfoods.com/,Next-Gen Food & Drinks,Cultivated Fats,,,,,,,,,,,,,2025,,,,,,,,
Perfat,perfat.com,Next-Gen Food & Drinks,Functional Foods & Drinks,,,,,,,,,,,,,2020,,,,,,,,
BioTech Foods,biotech-foods.com,Next-Gen Food & Drinks,Cultivated Meat,,,,,,,,,,,,,2025,,,,,,,,
PES Technologies,pestechnologies.com,Agtech,Farm Management & Precision Farming,,,,,,,,,,,,,2020,,,,,,,,
Biovit Technologies,biovit.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
BIOWEG,bioweg.com,Surplus & Waste Mgmt,Sustainable Packaging,,,,,,,,,,,,,2025,,,,,,,,
PFx Biotech,pfxbiotech.com,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
Phagos,phagos.com,Agtech,Animal Health & Nutrition,,,,,,,,,,,,,2025,,,,,,,,
Bitwise Agronomy,bitwiseag.com,Agtech,Farm Mgmt & Precision Farming,,,,,,,,,,,,,2025,,,,,,,,
Blend,tryblend.net,Kitchen & Restaurant Tech,Restaurant Ops & POS,,,,,,,,,,,,,2025,,,,,,,,
Phytoform,phytoformlabs.com,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
Bluana,bluana.me,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2025,,,,,,,,
Blueat,blueat.it,Next-Gen Food & Drinks,Plant-based Proteins,,,,,,,,,,,,,2025,,,,,,,,
BlueTree Technologies,bluetree-tech.com,Food Processing,Novel Processing Techniques,,,,,,,,,,,,,2020,,,,,,,,
Plan(e)t Foods,planetfoods.gr,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2025,,,,,,,,
Planet Farms,planetfarms.ag,Agtech,Vertical & Indoor Farming,,,,,,,,,,,,,2021,,,,,,,,
Planetary Group,planetarygroup.ch,Next-Gen Food & Drinks,Protein Fermentation,,,,,,,,,,,,,2025,,,,,,,,
Plant ArcBio,plantarcbio.com,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
Plant Jammer,plantjammer.com,Consumer Apps & Services,Meal Planning App,,,,,,,,,,,,,2025,,,,,,,,
Bluu Biosciences,bluu.bio,Next-Gen Food & Drinks,Cultivated Seafood,,,,,,,,,,,,,2021,,,,,,,,
BNS,bionatsolutions.com,Food Safety & Traceability,Food Safety & Quality,,,,,,,,,,,,,2021,,,,,,,,
BoomGrow,boomgrowfarms.com,Agtech,Vertical & Indoor Farming,,,,,,,,,,,,,2025,,,,,,,,
BORN MAVERICK,bornmaverick.co.Reino Unido,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2025,,,,,,,,
Pollen Patrollers,pollenpatrollers.com,Agtech,Farm Robotics & Machinery,,,,,,,,,,,,,2025,,,,,,,,
PoloPo,polopo.tech,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
Bowery,boweryfarming.com,Agtech,Vertical Farming,,,,,,,,,,,,,2025,,,,,,,,
Poseidona,poseidona.eu,Surplus & Waste Mgmt,Upcycled Ingredients,,,,,,,,,,,,,2020,,,,,,,,
Postmates,postmates.com,Consumer Apps & Services,Food Delivery,,,,,,,,,,,,,2025,,,,,,,,
Prefer,prefer.coffee,Surplus & Waste Mgmt,Upcycled Ingredients,,,,,,,,,,,,,2020,,,,,,,,
Press Healthfoods,press-london.com,Next-Gen Food & Drink,Functional Beverages,,,,,,,,,,,,,2025,,,,,,,,
Prime Roots,primeroots.com,Next-Gen Food & Drinks,Fungi-based Proteins,,,,,,,,,,,,,2021,,,,,,,,
ProAgni,proagni.com,Agtech,Livestock Management,,,,,,,,,,,,,2020,,,,,,,,
Breedr,breedr.co,Agtech,Livestock Management,,,,,,,,,,,,,2021,,,,,,,,
Producers Market,producersmarket.com,Food Safety & Traceability,Supply Chain Transparency,,,,,,,,,,,,,2021,,,,,,,,
Proeon,proeon.co,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2021,,,,,,,,
Project Eaden,projecteaden.com,Next-Gen Food & Drinks,Plant-based,,,,,,,,,,,,,2025,,,,,,,,
Proofminder,proofminder.com,Agtech,Farm Management & Precision Farming,,,,,,,,,,,,,2025,,,,,,,,
Brevel,brevel.co.il,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2025,,,,,,,,
Protein Distillery,proteindistillery.com,Surplus & Waste Mgmt,Upcycled Ingredients,,,,,,,,,,,,,2025,,,,,,,,
Bright Biotech,brightbiotech.co.Reino Unido,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2025,,,,,,,,
Brite Drinks,britedrinks.com,Next-Gen Food & Drinks,Functional Foods & Drinks,,,,,,,,,,,,,2025,,,,,,,,
BugBiome,bugbiome.com,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
Buhler Group,buhlergroup.com,Food Processing,Food Manufacturing Tech,,,,,,,,,,,,,2025,,,,,,,,
PulseON Foods,pulseonfoods.com,Next-Gen Food & Drinks,Functional Foods & Drinks,,,,,,,,,,,,,2020,,,,,,,,
Puna Bio,puna.bio,Agtech,Ag Biotech,,,,,,,,,,,,,2025,,,,,,,,
Bumble Bee Foods,bumblebee.com,Food Safety & Traceability,Supply Chain Transparency,,,,,,,,,,,,,2025,,,,,,,,
ByBug,bybug.io,Agtech,Insects Farming & Aquaculture,,,,,,,,,,,,,2020,,,,,,,,
Caffe Inc.,caffeinc.nl,Surplus & Waste Mgmt,Upcycled Ingredients,,,,,,,,,,,,,2025,,,,,,,,
Qummy,qummy.com,Kitchen & Restaurant Tech,Automated Cooking,,,,,,,,,,,,,2025,,,,,,,,
Quomi,quomi.it,Food Delivery,Meal kits & Subscription,,,,,,,,,,,,,2021,,,,,,,,
Carbiotix,carbiotix.com,Food Processing,Biotech/Synthetisation,,,,,,,,,,,,,2021,,,,,,,,
Raglan Food Co,raglanfoodco.com,Next-Gen Food & Drinks,Alternative Dairy,,,,,,,,,,,,,2025,,,,,,,,
Rainstick,rainstick.com.au,Agtech,Ag Biotech,,,,,,,,,,,,,2021,,,,,,,,
Raiz,raiz.farm,Agtech,Vertical & Indoor Farming,,,,,,,,,,,,,2025,,,,,,,,
Rantizo,https://www.google.com/search?q=rantizo.com ,Agtech,Robotics & Automation,,,,,,,,,,,,,2025,,,,,,,,
CarbonCloud,carboncloud.com,Food Safety & Traceability,Carbon Footprint Tracking,,,,,,,,,,,,,2021,,,,,,,,
Rare Earth,rareearthglobal.com,Food Processing,Novel Processing Techniques & Equipment,,,,,,,,,,,,,2021,,,,,,,,
Rational,rational-online.com,Food Processing,Kitchen Technology,,,,,,,,,,,,,2025,,,,,,,,
Raw Edge,rawedge.eu,Next-Gen Food & Drinks,Functional Foods & Drinks,,,,,,,,,,,,,2020,,,,,,,,
RawData,agrawdata.com,Agtech,Farm Management & Precision Farming,,,,,,,,,,,,,2025,,,,,,,,
Careit,careit.com,Surplus & Waste Mgmt,Food Waste Tech,,,,,,,,,,,,,2025,,,,,,,,
